V1	V4	V5	V7	gene_name	gene_id
11	1223066	1262172	+	MUC5B	ENSG00000117983.17
11	1274371	1309654	-	TOLLIP	ENSG00000078902.16
11	1389899	1462689	+	BRSK2	ENSG00000174672.16
11	1469457	1501247	-	MOB2	ENSG00000182208.14
11	1554051	1572271	-	DUSP8	ENSG00000184545.11
11	1584342	1585283	-	KRTAP5-1	ENSG00000205869.2
11	1597177	1598294	-	KRTAP5-2	ENSG00000205867.3
11	1607565	1608463	-	KRTAP5-3	ENSG00000196224.7
11	1620958	1622138	-	KRTAP5-4	ENSG00000241598.5
11	1629775	1630707	+	KRTAP5-5	ENSG00000185940.10
11	1697195	1697755	+	KRTAP5-6	ENSG00000205864.1
11	1732406	1750595	-	IFITM10	ENSG00000244242.2
11	1734821	1763954	-	AC068580.4	ENSG00000250644.3
11	1752752	1764573	-	CTSD	ENSG00000117984.15
11	1828307	1837521	+	SYT8	ENSG00000149043.16
11	1838981	1841680	+	TNNI2	ENSG00000130598.16
11	1850904	1892267	+	LSP1	ENSG00000130592.17
11	1888078	1891895	-	PRR33	ENSG00000283787.2
11	1919703	1938706	+	TNNT3	ENSG00000130595.19
11	1947278	1984522	+	MRPL23	ENSG00000214026.11
11	2129112	2141238	-	IGF2	ENSG00000167244.21
11	2129112	2158391	-	AC132217.2	ENSG00000284779.2
11	2132538	2161209	-	INS-IGF2	ENSG00000129965.15
11	2159779	2161221	-	INS	ENSG00000254647.7
11	2163929	2171815	-	TH	ENSG00000180176.15
11	2268495	2270952	-	ASCL2	ENSG00000183734.4
11	2295628	2303049	-	C11orf21	ENSG00000110665.12
11	2301997	2318204	+	TSPAN32	ENSG00000064201.16
11	2376177	2397397	+	CD81	ENSG00000110651.12
11	2400488	2403878	+	TSSC4	ENSG00000184281.15
11	2404515	2423045	-	TRPM5	ENSG00000070985.13
11	2444684	2849105	+	KCNQ1	ENSG00000053918.18
11	2883213	2885775	-	CDKN1C	ENSG00000129757.14
11	2887344	2903575	-	SLC22A18AS	ENSG00000254827.6
11	2899721	2925246	+	SLC22A18	ENSG00000110628.16
11	2928273	2929420	-	PHLDA2	ENSG00000181649.8
11	2944431	2992377	-	NAP1L4	ENSG00000205531.13
11	3000922	3057613	-	CARS1	ENSG00000110619.18
11	3087107	3166739	-	OSBPL5	ENSG00000021762.20
11	3217944	3218813	-	MRGPRG	ENSG00000182170.3
11	3225030	3232417	-	MRGPRE	ENSG00000184350.11
11	3339261	3379222	-	ZNF195	ENSG00000005801.18
11	3638512	3642316	-	ART5	ENSG00000167311.14
11	3645128	3664416	+	ART1	ENSG00000129744.3
11	3665587	3671384	-	CHRNA10	ENSG00000129749.3
11	3671083	3797792	-	NUP98	ENSG00000110713.17
11	3797724	3826371	+	PGAP2	ENSG00000148985.20
11	3826978	3840959	-	RHOG	ENSG00000177105.10
11	3854527	4093210	+	STIM1	ENSG00000167323.11
11	4094707	4138932	+	RRM1	ENSG00000167325.15
11	4233288	4233872	+	SSU72P5	ENSG00000284018.1
11	4242056	4242640	-	SSU72P2	ENSG00000284306.1
11	4287499	4288083	-	SSU72P4	ENSG00000283873.1
11	4329865	4330449	+	SSU72P3	ENSG00000284546.1
11	4338660	4339244	-	SSU72P7	ENSG00000284438.1
11	4367263	4368386	-	OR52B4	ENSG00000221996.6
11	4384897	4393702	-	TRIM21	ENSG00000132109.10
11	4449295	4450361	+	OR52K2	ENSG00000181963.5
11	4482646	4493497	+	OR52K1	ENSG00000196778.3
11	4545191	4546144	+	OR52M1	ENSG00000197790.1
11	4581743	4593340	+	OR52I2	ENSG00000226288.2
11	4593614	4596574	+	OR52I1	ENSG00000232268.6
11	4598672	4608231	-	TRIM68	ENSG00000167333.13
11	4637477	4643060	+	OR51D1	ENSG00000197428.3
11	4643420	4655488	+	OR51E1	ENSG00000180785.10
11	4680171	4697854	-	OR51E2	ENSG00000167332.9
11	4690423	4697831	-	OR51C1P	ENSG00000197674.7
11	4704927	4992429	+	MMP26	ENSG00000167346.7
11	4768979	4769938	-	OR51F1	ENSG00000280021.1
11	4803433	4804380	-	OR52R1	ENSG00000279270.2
11	4821321	4822456	+	OR51F2	ENSG00000176925.8
11	4847489	4849238	-	OR51S1	ENSG00000176922.4
11	4881819	4882883	+	OR51T1	ENSG00000176900.2
11	4903783	4909462	+	OR51A7	ENSG00000176895.9
11	4912588	4919350	-	OR51G2	ENSG00000176893.5
11	4923374	4924339	-	OR51G1	ENSG00000278870.2
11	4942831	4947605	-	OR51A4	ENSG00000205497.4
11	4954772	4955713	-	OR51A2	ENSG00000205496.1
11	4994851	5005536	+	OR51L1	ENSG00000176798.3
11	5046526	5047461	+	OR52J3	ENSG00000205495.1
11	5058650	5059627	-	OR52E2	ENSG00000176787.2
11	5128776	5138356	-	OR52A5	ENSG00000171944.2
11	5143219	5154757	-	OR52A1	ENSG00000182070.6
11	5199735	5200682	-	OR51V1	ENSG00000176742.3
11	5225464	5229395	-	HBB	ENSG00000244734.4
11	5232678	5243657	-	HBD	ENSG00000223609.11
11	5248269	5249857	-	HBG1	ENSG00000213934.9
11	5248270	5254783	-	AC104389.6	ENSG00000284931.1
11	5253188	5505605	-	HBG2	ENSG00000196565.15
11	5254392	5678434	-	AC104389.5	ENSG00000239920.2
11	5268345	5505652	-	HBE1	ENSG00000213931.7
11	5301014	5301946	-	OR51B4	ENSG00000183251.4
11	5303444	5505652	-	OR51B5	ENSG00000167355.8
11	5323359	5324297	-	OR51B2	ENSG00000279012.2
11	5351508	5352446	+	OR51B6	ENSG00000176239.7
11	5383812	5393263	+	OR51M1	ENSG00000184698.5
11	5422111	5423206	+	OR51Q1	ENSG00000167360.6
11	5440570	5441514	-	OR51I1	ENSG00000167359.8
11	5449323	5456518	+	OR51I2	ENSG00000187918.5
11	5488685	5489749	+	OR52D1	ENSG00000181609.5
11	5507300	5509958	-	UBQLN3	ENSG00000175520.9
11	5514393	5518431	-	UBQLNL	ENSG00000175518.8
11	5544489	5548533	-	OR52H1	ENSG00000181616.9
11	5580877	5581884	+	OR52B6	ENSG00000187747.2
11	5596109	5612958	+	TRIM6	ENSG00000121236.21
11	5596725	5644398	+	TRIM6-TRIM34	ENSG00000258588.3
11	5619764	5644398	+	TRIM34	ENSG00000258659.7
11	5663195	5938619	-	TRIM5	ENSG00000132256.19
11	5689697	5737089	+	TRIM22	ENSG00000132274.16
11	5736448	5738523	+	OR56B1	ENSG00000181023.8
11	5754243	5755905	+	OR52N4	ENSG00000181074.4
11	5761153	5767465	+	OR56B2P	ENSG00000181017.6
11	5776165	5783355	-	OR52N5	ENSG00000181009.5
11	5786471	5791265	-	OR52N1	ENSG00000181001.3
11	5820314	5821348	+	OR52N2	ENSG00000180988.2
11	5840928	5841952	-	OR52E6	ENSG00000205409.3
11	5856674	5857734	-	OR52E8	ENSG00000183269.5
11	5880629	5887079	+	OR52E4	ENSG00000180974.4
11	5893208	5902730	+	OR52E5	ENSG00000277932.2
11	5938751	5951347	+	OR56A3	ENSG00000184478.7
11	5967177	5968494	-	OR56A5	ENSG00000188691.5
11	5985892	5986985	-	OR52L1	ENSG00000183313.4
11	5999445	6006946	-	OR56A4	ENSG00000183389.5
11	6019336	6034338	-	OR56A1	ENSG00000180934.7
11	6107684	6108835	+	OR56B4	ENSG00000180919.3
11	6169330	6170408	-	OR52B2	ENSG00000255307.1
11	6199146	6200259	+	OR52W1	ENSG00000175485.2
11	6205557	6211135	+	C11orf42	ENSG00000180878.3
11	6211345	6234711	-	FAM160A2	ENSG00000051009.11
11	6234765	6244479	+	CNGA4	ENSG00000132259.13
11	6259806	6272127	+	CCKBR	ENSG00000110148.10
11	6318946	6320532	-	CAVIN3	ENSG00000170955.10
11	6390440	6394998	+	SMPD1	ENSG00000166311.10
11	6395124	6419414	-	APBB1	ENSG00000166313.19
11	6431049	6442617	-	HPX	ENSG00000110169.11
11	6448613	6474459	-	TRIM3	ENSG00000110171.20
11	6474683	6481479	-	ARFIP2	ENSG00000132254.13
11	6481485	6508978	+	AC084337.2	ENSG00000283977.1
11	6481501	6484681	+	TIMM10B	ENSG00000132286.12
11	6497260	6593758	+	DNHD1	ENSG00000179532.13
11	6595072	6603616	-	RRP8	ENSG00000132275.11
11	6603708	6610874	+	ILK	ENSG00000166333.14
11	6606294	6612539	-	TAF10	ENSG00000166337.10
11	6612768	6619448	-	TPP1	ENSG00000166340.17
11	6621330	6655809	-	DCHS1	ENSG00000166341.8
11	6680385	6683340	-	MRPL17	ENSG00000158042.9
11	6765626	6771976	-	OR2AG2	ENSG00000188124.3
11	6783020	6791558	+	OR2AG1	ENSG00000279486.5
11	6791736	6799689	-	OR6A2	ENSG00000184933.5
11	6845652	6846705	+	OR10A5	ENSG00000166363.5
11	6863057	6874717	+	OR10A2	ENSG00000170790.5
11	6876625	6877619	+	OR10A4	ENSG00000170782.3
11	6891490	6892599	-	OR2D2	ENSG00000166368.2
11	6920974	6922043	+	OR2D3	ENSG00000178358.4
11	6926404	7001004	+	ZNF215	ENSG00000149054.16
11	6997085	7020346	-	ZNF214	ENSG00000149050.10
11	7020479	7071526	+	NLRP14	ENSG00000158077.5
11	7088998	7091148	+	RBMXL2	ENSG00000170748.7
11	7238778	7469043	+	SYT9	ENSG00000170743.17
11	7485388	7511377	+	OLFML1	ENSG00000183801.8
11	7513298	7657127	+	PPFIBP2	ENSG00000166387.13
11	7665100	7677222	-	CYB5R2	ENSG00000166394.15
11	7689437	7706421	-	OVCH2	ENSG00000183378.12
11	7795905	7796973	-	OR5P2	ENSG00000183303.2
11	7824818	7830840	-	OR5P3	ENSG00000182334.3
11	7924592	7931268	-	OR10A6	ENSG00000279000.3
11	7937171	7941708	-	OR10A3	ENSG00000170683.6
11	7957537	7965426	-	NLRP10	ENSG00000182261.4
11	7970251	8001862	+	EIF3F	ENSG00000175390.15
11	8019244	8106243	+	TUB	ENSG00000166402.9
11	8106056	8169055	-	RIC3	ENSG00000166405.15
11	8224309	8268716	-	LMO1	ENSG00000166407.14
11	8391868	8594289	-	STK33	ENSG00000130413.15
11	8612037	8682694	-	TRIM66	ENSG00000166436.16
11	8682788	8714759	+	RPL27A	ENSG00000166441.13
11	8693351	8910951	-	DENND2B	ENSG00000166444.19
11	8911139	8920084	+	AKIP1	ENSG00000166452.12
11	8920076	8933006	-	C11orf16	ENSG00000176029.14
11	8937579	8938211	-	ASCL3	ENSG00000176009.3
11	8947202	8965011	-	TMEM9B	ENSG00000175348.11
11	8980576	9004049	-	NRIP3	ENSG00000175352.11
11	9019476	9138114	-	SCUBE2	ENSG00000175356.14
11	9138825	9265350	-	DENND5A	ENSG00000184014.8
11	9280654	9314636	-	TMEM41B	ENSG00000166471.11
11	9384652	9448127	+	IPO7	ENSG00000205339.10
11	9460319	9528524	+	ZNF143	ENSG00000166478.10
11	9573670	9593457	+	WEE1	ENSG00000166483.11
11	9664077	9752993	+	SWAP70	ENSG00000133789.15
11	9778667	10294219	-	SBF2	ENSG00000133812.16
11	10305073	10307397	+	ADM	ENSG00000148926.10
11	10308313	10507579	+	AMPD3	ENSG00000133805.15
11	10507894	10509186	-	MTRNR2L8	ENSG00000255823.5
11	10511673	10541230	-	RNF141	ENSG00000110315.7
11	10556966	10611689	-	LYVE1	ENSG00000133800.9
11	10573091	10693988	-	IRAG1	ENSG00000072952.19
11	10751246	10801625	+	CTR9	ENSG00000198730.9
11	10797050	10808940	-	EIF4G2	ENSG00000110321.19
11	10812074	10858796	-	ZBED5	ENSG00000236287.8
11	11270877	11622005	-	GALNT18	ENSG00000110328.6
11	11351942	11353250	-	CSNK2A3	ENSG00000254598.3
11	11841423	11961887	+	USP47	ENSG00000170242.19
11	11956207	12009769	-	DKK3	ENSG00000050165.18
11	12094008	12359144	+	MICAL2	ENSG00000133816.17
11	12377563	12535356	+	PARVA	ENSG00000197702.14
11	12674421	12944737	+	TEAD1	ENSG00000187079.20
11	13009316	13012119	+	RASSF10	ENSG00000189431.8
11	13276652	13387266	+	ARNTL	ENSG00000133794.20
11	13388008	13463297	-	BTBD10	ENSG00000148925.11
11	13492054	13496181	-	PTH	ENSG00000152266.7
11	13668668	13732346	+	FAR1	ENSG00000197601.13
11	13962723	14268133	+	SPON1	ENSG00000262655.4
11	14277922	14364506	-	RRAS2	ENSG00000133818.14
11	14443440	14500027	-	COPB1	ENSG00000129083.13
11	14493783	14520344	-	AC018523.2	ENSG00000256206.2
11	14504874	14643635	-	PSMA1	ENSG00000129084.18
11	14643804	14872044	+	PDE3B	ENSG00000152270.9
11	14877440	14892231	-	CYP2R1	ENSG00000186104.11
11	14904997	15082342	+	CALCB	ENSG00000175868.14
11	14966668	14972351	-	CALCA	ENSG00000110680.13
11	15112424	15247208	+	INSC	ENSG00000188487.12
11	15966449	16739591	-	SOX6	ENSG00000110693.18
11	16613132	16758340	+	C11orf58	ENSG00000110696.10
11	16777297	17014414	-	PLEKHA7	ENSG00000166689.16
11	17074388	17077715	-	RPS13	ENSG00000110700.7
11	17077730	17207983	-	PIK3C2A	ENSG00000011405.13
11	17208153	17349980	+	NUCB2	ENSG00000070081.17
11	17351800	17377341	+	NCR3LG1	ENSG00000188211.9
11	17385859	17389331	-	KCNJ11	ENSG00000187486.5
11	17392498	17476879	-	ABCC8	ENSG00000006071.15
11	17493895	17544416	-	USH1C	ENSG00000006611.17
11	17547259	17647150	+	OTOG	ENSG00000188162.12
11	17719571	17722136	+	MYOD1	ENSG00000129152.4
11	17734774	17856804	+	KCNC1	ENSG00000129159.9
11	17788048	18013047	-	SERGEF	ENSG00000129158.11
11	18017564	18042426	-	TPH1	ENSG00000129167.9
11	18069935	18106087	-	SAAL1	ENSG00000166788.10
11	18120955	18138480	+	MRGPRX3	ENSG00000179826.7
11	18172837	18174280	+	MRGPRX4	ENSG00000179817.5
11	18231355	18236802	-	SAA4	ENSG00000148965.10
11	18231423	18248635	-	SAA2-SAA4	ENSG00000255071.3
11	18239223	18248668	-	SAA2	ENSG00000134339.9
11	18266260	18269977	+	SAA1	ENSG00000173432.12
11	18278668	18322198	-	HPS5	ENSG00000110756.18
11	18322295	18367045	+	GTF2H1	ENSG00000110768.12
11	18394560	18408425	+	LDHA	ENSG00000134333.14
11	18412318	18452063	+	LDHC	ENSG00000166796.12
11	18455824	18479601	+	LDHAL6A	ENSG00000166800.10
11	18468336	18526951	-	TSG101	ENSG00000074319.13
11	18529609	18588747	-	UEVLD	ENSG00000151116.17
11	18588781	18610255	+	SPTY2D1OS	ENSG00000247595.4
11	18606403	18634791	-	SPTY2D1	ENSG00000179119.15
11	18693122	18704785	+	TMEM86A	ENSG00000151117.9
11	18704312	18726230	-	IGSF22	ENSG00000179057.14
11	18727928	18792721	-	PTPN5	ENSG00000110786.18
11	18933813	18939507	-	MRGPRX1	ENSG00000170255.7
11	19054455	19060717	-	MRGPRX2	ENSG00000183695.3
11	19117099	19176422	+	ZDHHC13	ENSG00000177054.14
11	19182030	19210571	-	CSRP3	ENSG00000129170.10
11	19224063	19241620	-	E2F8	ENSG00000129173.13
11	19350724	20121601	+	NAV2	ENSG00000166833.22
11	20156155	20160475	-	DBX1	ENSG00000109851.7
11	20363685	20383782	+	HTATIP2	ENSG00000109854.14
11	20387558	20509338	+	PRMT3	ENSG00000185238.13
11	20599594	20659285	+	SLC6A5	ENSG00000165970.12
11	20669551	21575686	+	NELL1	ENSG00000165973.19
11	21799934	22283357	+	ANO5	ENSG00000171714.12
11	22338381	22379503	+	SLC17A6	ENSG00000091664.9
11	22622533	22625823	-	FANCF	ENSG00000183161.6
11	22625509	22813055	+	GAS2	ENSG00000148935.11
11	22813799	22830299	-	SVIP	ENSG00000198168.9
11	22846922	22860474	-	CCDC179	ENSG00000255359.3
11	24496970	25082638	+	LUZP2	ENSG00000187398.12
11	26188842	26663289	+	ANO3	ENSG00000134343.14
11	26559032	26572263	-	MUC15	ENSG00000169550.14
11	26667020	26723427	-	SLC5A12	ENSG00000148942.15
11	26994112	26997087	+	FIBIN	ENSG00000176971.4
11	27040725	27127809	+	BBOX1	ENSG00000129151.9
11	27330827	27363234	-	CCDC34	ENSG00000109881.17
11	27365961	27472790	-	LGR4	ENSG00000205213.14
11	27494418	27506769	-	LIN7C	ENSG00000148943.12
11	27654893	27722058	-	BDNF	ENSG00000176697.20
11	28020619	28108156	-	KIF18A	ENSG00000121621.7
11	28108248	28527041	+	METTL15	ENSG00000169519.21
11	30009730	30017030	-	KCNA4	ENSG00000182255.7
11	30231014	30235261	+	FSHB	ENSG00000131808.11
11	30323104	30338223	+	ARL14EP	ENSG00000152219.5
11	30384493	30586872	-	MPPED2	ENSG00000066382.16
11	30830369	31369810	-	DCDC1	ENSG00000170959.14
11	31369840	31432835	+	DNAJC24	ENSG00000170946.15
11	31432401	31509645	-	IMMP1L	ENSG00000148950.11
11	31509755	31790324	+	ELP4	ENSG00000109911.19
11	31784779	31817961	-	PAX6	ENSG00000007372.24
11	31812391	32104665	+	AL035078.4	ENSG00000285283.1
11	32091074	32105722	+	RCN1	ENSG00000049449.10
11	32387775	32435564	-	WT1	ENSG00000184937.16
11	32583798	32606264	+	EIF3M	ENSG00000149100.13
11	32602246	32794658	-	CCDC73	ENSG00000186714.12
11	32829927	32858120	+	PRRG4	ENSG00000135378.4
11	32892811	32993316	+	QSER1	ENSG00000060749.16
11	33015876	33033582	+	DEPDC7	ENSG00000121690.11
11	33039417	33105943	+	TCP11L1	ENSG00000176148.16
11	33077188	33162371	-	CSTF3	ENSG00000176102.13
11	33256672	33357023	+	HIPK3	ENSG00000110422.12
11	33376108	33674102	+	KIAA1549L	ENSG00000110427.17
11	33698261	33700801	-	C11orf91	ENSG00000205177.6
11	33698261	33722467	-	AL049629.2	ENSG00000284969.1
11	33703010	33736479	-	CD59	ENSG00000085063.17
11	33740939	33774543	-	FBXO3	ENSG00000110429.14
11	33858576	33892076	-	LMO2	ENSG00000135363.12
11	34051731	34102610	+	CAPRIN1	ENSG00000135387.21
11	34105617	34147670	+	NAT10	ENSG00000135372.9
11	34150987	34358010	-	ABTB2	ENSG00000166016.6
11	34438934	34472060	+	CAT	ENSG00000121691.7
11	34478791	34525193	-	ELF5	ENSG00000135374.11
11	34621093	34663288	+	EHF	ENSG00000135373.13
11	34853094	34916379	-	APIP	ENSG00000149089.13
11	34915829	35020591	+	PDHX	ENSG00000110435.12
11	35138882	35232402	+	CD44	ENSG00000026508.20
11	35251205	35420063	-	SLC1A2	ENSG00000110436.13
11	35431823	35530300	-	PAMR1	ENSG00000149090.12
11	35618460	35620865	+	FJX1	ENSG00000179431.7
11	35662775	35818007	+	TRIM44	ENSG00000166326.7
11	35943981	36232136	+	LDLRAD3	ENSG00000179241.13
11	36269284	36289449	-	COMMD9	ENSG00000110442.12
11	36296288	36465204	+	PRR5L	ENSG00000135362.14
11	36483769	36510272	-	TRAF6	ENSG00000175104.15
11	36510709	36593156	+	RAG1	ENSG00000166349.10
11	36575574	36598279	-	RAG2	ENSG00000175097.8
11	36594369	36675695	+	IFTAP	ENSG00000166352.17
11	40114203	41459773	-	LRRC4C	ENSG00000148948.8
11	43311963	43344529	+	API5	ENSG00000166181.13
11	43358920	43494933	+	TTC17	ENSG00000052841.15
11	43680680	43856617	+	HSD17B12	ENSG00000149084.13
11	43880811	43920274	+	ALKBH3	ENSG00000166199.13
11	43925342	43943878	+	C11orf96	ENSG00000187479.8
11	44047981	44059977	+	ACCSL	ENSG00000205126.2
11	44065925	44084237	+	ACCS	ENSG00000110455.14
11	44095673	44251962	+	EXT2	ENSG00000151348.15
11	44260440	44310139	-	ALX4	ENSG00000052850.8
11	44564427	44620358	+	CD82	ENSG00000085117.12
11	44726465	44932423	+	TSPAN18	ENSG00000157570.12
11	44885903	44951306	-	TP53I11	ENSG00000175274.19
11	45095806	45235110	+	PRDM11	ENSG00000019485.13
11	45240302	45286341	-	SYT13	ENSG00000019505.8
11	45647689	45665622	-	CHST1	ENSG00000175264.8
11	45804072	45813016	+	SLC35C1	ENSG00000181830.9
11	45847118	45883248	+	CRY2	ENSG00000121671.12
11	45885651	45906465	+	MAPK8IP1	ENSG00000121653.11
11	45906513	45907272	-	C11orf94	ENSG00000234776.5
11	45909663	45918812	-	PEX16	ENSG00000121680.16
11	45921621	45929096	+	LARGE2	ENSG00000165905.18
11	45929319	46121454	-	PHF21A	ENSG00000135365.16
11	46277662	46321409	+	CREB3L1	ENSG00000157613.11
11	46332905	46380554	+	DGKZ	ENSG00000149091.15
11	46380756	46383837	+	MDK	ENSG00000110492.15
11	46385098	46386608	-	CHRM4	ENSG00000180720.7
11	46396414	46594125	-	AMBRA1	ENSG00000110497.14
11	46602861	46617909	-	HARBI1	ENSG00000180423.4
11	46617527	46674818	+	ATG13	ENSG00000175224.16
11	46677080	46700619	-	ARHGAP1	ENSG00000175220.12
11	46701030	46705912	+	ZNF408	ENSG00000175213.3
11	46719196	46739506	+	F2	ENSG00000180210.15
11	46743048	46846308	-	CKAP5	ENSG00000175216.15
11	46856717	46918642	-	LRP4	ENSG00000134569.10
11	46936689	47164385	+	C11orf49	ENSG00000149179.14
11	47164299	47177125	-	ARFGAP2	ENSG00000149182.15
11	47177522	47186443	-	PACSIN3	ENSG00000165912.16
11	47214465	47239217	+	DDB2	ENSG00000134574.12
11	47239302	47248906	-	ACP2	ENSG00000134575.13
11	47248300	47269033	+	NR1H3	ENSG00000025434.19
11	47269161	47330031	+	MADD	ENSG00000110514.19
11	47331406	47352702	-	MYBPC3	ENSG00000134571.11
11	47354860	47378547	-	SPI1	ENSG00000066336.12
11	47407132	47416496	+	SLC39A13	ENSG00000165915.14
11	47418769	47426473	-	PSMC3	ENSG00000165916.8
11	47437764	47449143	-	RAPSN	ENSG00000165917.10
11	47465933	47565569	-	CELF1	ENSG00000149187.18
11	47565336	47584562	+	NDUFS3	ENSG00000213619.11
11	47565430	47573461	+	PTPMT1	ENSG00000110536.14
11	47572197	47578976	-	KBTBD4	ENSG00000123444.14
11	47586678	47589194	+	FAM180B	ENSG00000196666.6
11	47589667	47594411	-	C1QTNF4	ENSG00000172247.4
11	47617315	47642607	-	MTCH2	ENSG00000109919.10
11	47659591	47715389	-	AGBL2	ENSG00000165923.16
11	47716494	47767443	-	FNBP4	ENSG00000109920.13
11	47778087	47848555	-	NUP160	ENSG00000030066.13
11	47980558	48170841	+	PTPRJ	ENSG00000149177.13
11	48216810	48217739	+	OR4B1	ENSG00000175619.3
11	48245056	48246080	+	OR4X2	ENSG00000172208.6
11	48263861	48264778	+	OR4X1	ENSG00000176567.1
11	48306223	48307152	+	OR4S1	ENSG00000176555.1
11	48324920	48328471	+	OR4C3	ENSG00000176547.10
11	48365485	48366465	-	OR4C5	ENSG00000176540.3
11	48488717	48489780	+	OR4A47	ENSG00000237388.2
11	48975324	48983826	-	TRIM51GP	ENSG00000220948.5
11	49027501	49038451	+	TRIM49B	ENSG00000182053.12
11	49053714	49059112	-	TRIM64C	ENSG00000214891.9
11	49145092	49208638	-	FOLH1	ENSG00000086205.18
11	49952391	49953419	+	OR4C13	ENSG00000258817.1
11	49981473	49982535	-	OR4C12	ENSG00000221954.2
11	54603069	54603998	-	OR4C46	ENSG00000185926.1
11	54706832	54707902	+	OR4A5	ENSG00000221840.4
11	55262155	55271114	+	TRIM48	ENSG00000150244.12
11	55343151	55344231	+	OR4A16	ENSG00000181961.4
11	55367974	55368918	+	OR4A15	ENSG00000181958.5
11	55554307	55555419	+	OR4C15	ENSG00000181939.3
11	55572128	55573060	+	OR4C16	ENSG00000279514.2
11	55602360	55607645	-	OR4C11	ENSG00000172188.6
11	55635113	55640309	+	OR4P4	ENSG00000181927.4
11	55648327	55652854	+	OR4S2	ENSG00000174982.4
11	55662201	55666195	+	OR4C6	ENSG00000181903.5
11	55723776	55729621	+	OR5D3P	ENSG00000186886.8
11	55773438	55774382	+	OR5D13	ENSG00000279761.2
11	55795556	55796500	+	OR5D14	ENSG00000186113.1
11	55811367	55812476	+	OR5L1	ENSG00000279395.3
11	55819607	55820597	+	OR5D18	ENSG00000186119.8
11	55827219	55828154	+	OR5L2	ENSG00000205030.1
11	55838752	55839738	+	OR5D16	ENSG00000205029.1
11	55883297	55891810	+	TRIM51	ENSG00000124900.12
11	55913650	55914582	-	OR5W2	ENSG00000187612.1
11	55935456	55936400	-	OR5I1	ENSG00000167825.3
11	55965755	55969945	-	OR10AG1	ENSG00000174970.5
11	55993681	55994625	-	OR5F1	ENSG00000149133.1
11	56027654	56038191	+	OR5AS1	ENSG00000181785.3
11	56093277	56094286	+	OR8I2	ENSG00000172154.10
11	56103687	56107658	+	OR8H2	ENSG00000181767.3
11	56122373	56123311	+	OR8H3	ENSG00000181761.5
11	56134721	56140201	-	OR8J3	ENSG00000167822.3
11	56159394	56160317	-	OR8K5	ENSG00000181752.3
11	56176618	56177556	+	OR5J2	ENSG00000174957.1
11	56231282	56234255	-	OR5T2	ENSG00000181718.6
11	56252254	56253222	+	OR5T3	ENSG00000172489.7
11	56274154	56276819	+	OR5T1	ENSG00000181698.4
11	56288462	56292254	-	OR8H1	ENSG00000181693.8
11	56315144	56320639	+	OR8K3	ENSG00000280314.3
11	56345945	56347031	+	OR8K1	ENSG00000150261.4
11	56354291	56361511	+	OR8J1	ENSG00000172487.4
11	56375624	56376553	+	OR8U1	ENSG00000172199.1
11	56417258	56418232	-	OR5R1	ENSG00000279961.2
11	56459221	56473352	-	AP002512.3	ENSG00000284732.1
11	56462469	56463401	-	OR5M9	ENSG00000150269.1
11	56469274	56473352	-	OR5M3	ENSG00000174937.5
11	56490349	56491395	-	OR5M8	ENSG00000181371.4
11	56542262	56543281	-	OR5M11	ENSG00000255223.4
11	56576736	56577787	-	OR5M10	ENSG00000254834.4
11	56609236	56614874	-	OR5M1	ENSG00000255012.2
11	56641466	56642471	-	OR5AP2	ENSG00000172464.3
11	56663662	56664687	+	OR5AR1	ENSG00000172459.4
11	56699095	56703884	+	OR9G1	ENSG00000174914.3
11	56741223	56748697	-	OR9G4	ENSG00000172457.7
11	56988872	56989867	+	OR5AK2	ENSG00000181273.2
11	57181747	57191717	+	LRRC55	ENSG00000183908.7
11	57233577	57237235	-	APLNR	ENSG00000134817.11
